ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8003149,2.66E-01,1.67E-01,-1.3916,-5.684381,-0.0874422,KCNG4,potassium voltage-gated channel modifier subfamily G member 4
8003156,6.03E-01,4.93E-01,-0.688657,-6.401458,-0.0412736,,
8003158,1.21E-07,1.72E-09,6.69731,11.414899,0.5527313,TLDC1,TBC/LysM-associated domain containing 1
8003171,2.94E-02,9.49E-03,2.650165,-3.276437,0.1709053,COTL1,coactosin like F-actin binding protein 1
8003180,2.43E-10,6.29E-13,8.378274,19.067901,0.7145351,ZDHHC7,zinc finger DHHC-type containing 7
8003193,9.61E-01,9.41E-01,0.073893,-6.633811,0.0034833,FAM92B,family with sequence similarity 92 member B
8003204,1.64E-01,8.87E-02,1.720509,-5.189231,0.1361296,GINS2,GINS complex subunit 2
8003210,3.87E-01,2.73E-01,1.102354,-6.036675,0.0794971,C16orf74,chromosome 16 open reading frame 74
8003217,6.78E-03,1.45E-03,3.283768,-1.577106,0.1662529,EMC8///EMC8,ER membrane protein complex subunit 8///ER membrane protein complex subunit 8
8003226,8.57E-01,7.96E-01,-0.258826,-6.603244,-0.0166847,,
8003228,7.23E-01,6.31E-01,0.482355,-6.521046,0.0135556,,
8003230,3.23E-01,2.16E-01,-1.245626,-5.872039,-0.121178,LINC00917,long intergenic non-protein coding RNA 917
8003233,8.63E-01,8.04E-01,0.248637,-6.605812,0.011438,MTHFSD,methenyltetrahydrofolate synthetase domain containing
8003243,9.59E-01,9.38E-01,-0.077389,-6.633548,-0.0045918,C16orf95,chromosome 16 open reading frame 95
8003249,4.34E-01,3.18E-01,-1.003067,-6.139289,-0.0550071,FBXO31,F-box protein 31
8003263,2.58E-02,8.00E-03,2.711887,-3.124209,0.1503276,ZCCHC14,zinc finger CCHC-type containing 14
8003283,2.79E-01,1.78E-01,-1.357464,-5.730054,-0.0642291,KLHDC4,kelch domain containing 4
8003298,4.41E-02,1.61E-02,2.452978,-3.742522,0.4088764,SLC7A5,solute carrier family 7 member 5
8003313,1.03E-01,4.83E-02,-2.00192,-4.688155,-0.1257576,CA5A,carbonic anhydrase 5A
8003318,5.09E-01,3.93E-01,-0.858597,-6.271662,-0.0306613,ZC3H18-AS1,ZC3H18 antisense RNA 1 (head to head)
8003322,6.71E-02,2.78E-02,2.236619,-4.217493,0.1678489,CYBA,cytochrome b-245 alpha chain
8003332,5.60E-01,4.47E-01,0.764141,-6.347279,0.0414778,MVD,mevalonate diphosphate decarboxylase
8003344,7.29E-01,6.37E-01,-0.473113,-6.525423,-0.0269211,SNAI3,snail family transcriptional repressor 3
8003348,4.59E-03,8.87E-04,-3.437461,-1.121403,-0.1868289,RNF166,ring finger protein 166
8003357,8.29E-06,3.40E-07,5.503664,6.32256,0.4794942,PIEZO1,piezo type mechanosensitive ion channel component 1
8003401,6.67E-01,5.64E-01,0.578471,-6.470533,0.0389791,APRT,adenine phosphoribosyltransferase
8003410,7.06E-03,1.53E-03,3.266937,-1.626023,0.1764542,GALNS,galactosamine (N-acetyl)-6-sulfatase
8003425,8.67E-05,6.40E-06,-4.791684,3.517418,-0.2993409,CBFA2T3,CBFA2/RUNX1 translocation partner 3
8003444,4.33E-02,1.57E-02,-2.462629,-3.720438,-0.2578691,SLC22A31,solute carrier family 22 member 31
8003448,4.55E-01,3.40E-01,0.96017,-6.180696,0.0403971,ANKRD11,ankyrin repeat domain 11
8003465,3.34E-01,2.26E-01,1.217836,-5.905494,0.0847369,,
8003467,8.00E-04,1.00E-04,4.069466,0.913317,0.1682831,CHMP1A,charged multivesicular body protein 1A
8003478,7.86E-02,3.42E-02,-2.15051,-4.395641,-0.1394418,SPATA2L,spermatogenesis associated 2 like
8003484,9.58E-02,4.41E-02,2.040994,-4.613079,0.0965811,VPS9D1,VPS9 domain containing 1
8003503,3.01E-04,3.03E-05,4.392078,2.04294,0.354856,FANCA,Fanconi anemia complementation group A
8003553,3.19E-01,2.13E-01,-1.254237,-5.861526,-0.0692727,CENPBD1,CENPB DNA-binding domain containing 1
8003560,7.66E-01,6.81E-01,-0.413,-6.551837,-0.0204262,DBNDD1,dysbindin domain containing 1
8003566,1.62E-01,8.77E-02,-1.726327,-5.179585,-0.0678191,GAS8-AS1,GAS8 antisense RNA 1
8003571,5.01E-02,1.90E-02,-2.388521,-3.888065,-0.1636991,PRDM7,PR/SET domain 7
8003576,4.53E-02,1.66E-02,-2.439814,-3.772523,-0.0836456,,
8003578,9.34E-04,1.22E-04,-4.015224,0.729124,-0.4689631,ZG16,zymogen granule protein 16
8003583,6.26E-05,4.28E-06,4.892197,3.900357,0.3058776,KIF22,kinesin family member 22
8003599,1.45E-01,7.54E-02,-1.798514,-5.057378,-0.0492049,,
8003601,5.96E-01,4.86E-01,-0.699726,-6.393862,-0.0376331,C16orf54,chromosome 16 open reading frame 54
8003605,1.43E-01,7.40E-02,-1.807639,-5.041598,-0.1430353,,
8003607,3.70E-02,1.28E-02,-2.539395,-3.542093,-0.2026358,C17orf97,chromosome 17 open reading frame 97
8003611,6.68E-02,2.76E-02,2.239414,-4.211605,0.1333211,FAM57A,family with sequence similarity 57 member A
8003619,2.03E-01,1.18E-01,-1.579562,-5.413549,-0.0668384,DBIL5P,"diazepam binding inhibitor-like 5, pseudogene"
8003621,7.32E-06,2.92E-07,-5.539894,6.470651,-0.3623407,MRM3,mitochondrial rRNA methyltransferase 3
8003627,3.25E-01,2.18E-01,-1.239547,-5.87942,-0.0630678,TIMM22///TIMM22,translocase of inner mitochondrial membrane 22 homolog (yeast)///translocase of inner mitochondrial membrane 22 homolog (yeast)
8003633,1.58E-01,8.43E-02,-1.745611,-5.147396,-0.1297362,BHLHA9,basic helix-loop-helix family member a9
8003635,2.98E-02,9.64E-03,-2.644277,-3.290801,-0.2899247,TUSC5,tumor suppressor candidate 5
8003639,2.75E-02,8.71E-03,2.681066,-3.200596,0.1183709,WDR81,WD repeat domain 81
8003656,7.23E-01,6.30E-01,-0.483769,-6.520369,-0.0239331,SERPINF2,serpin family F member 2
8003667,9.49E-01,9.24E-01,0.096267,-6.631919,0.013692,SERPINF1///SERPINF1,serpin family F member 1///serpin family F member 1
8003679,2.85E-01,1.83E-01,1.341465,-5.751084,0.0657196,RPA1,replication protein A1
8003700,1.88E-05,9.53E-07,-5.259353,5.336704,-0.2122893,OVCA2///DPH1,ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1
8003719,4.17E-01,3.02E-01,-1.037422,-6.104852,-0.0614284,HIC1,hypermethylated in cancer 1
8003722,5.07E-05,3.27E-06,-4.959035,4.157527,-0.3377324,SRR,serine racemase
8003733,2.92E-02,9.43E-03,-2.652242,-3.271362,-0.1229573,SGSM2,small G protein signaling modulator 2
8003758,2.95E-01,1.92E-01,1.314365,-5.786161,0.0851196,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1
8003769,3.50E-02,1.19E-02,-2.565413,-3.480573,-0.1729722,,
8003771,7.45E-02,3.18E-02,2.180839,-4.333611,0.1655878,,
8003773,7.94E-06,3.21E-07,-5.51723,6.377955,-0.7178178,RAP1GAP2,RAP1 GTPase activating protein 2
8003800,9.63E-01,9.44E-01,0.070498,-6.634055,0.0033731,,
8003802,9.65E-02,4.46E-02,-2.036529,-4.621724,-0.0749236,OR1A2,olfactory receptor family 1 subfamily A member 2
8003804,7.93E-01,7.13E-01,-0.368929,-6.568934,-0.0148896,OR1A1,olfactory receptor family 1 subfamily A member 1
8003806,9.12E-02,4.14E-02,-2.068729,-4.558987,-0.1002598,OR1D4///OR1D5///OR1D2,olfactory receptor family 1 subfamily D member 4 (gene/pseudogene)///olfactory receptor family 1 subfamily D member 5///olfactory receptor family 1 subfamily D member 2
8003808,6.26E-01,5.18E-01,-0.648938,-6.42773,-0.0292629,OR3A4P,olfactory receptor family 3 subfamily A member 4 pseudogene
8003810,3.25E-02,1.08E-02,-2.60133,-3.394758,-0.1488022,,
8003812,4.81E-01,3.65E-01,0.909723,-6.227122,0.0547238,OR3A3,olfactory receptor family 3 subfamily A member 3
8003814,2.34E-05,1.25E-06,-5.193111,5.073397,-0.8406804,ASPA,aspartoacylase
8003824,1.36E-03,1.95E-04,-3.883656,0.289532,-0.2658196,CTNS,"cystinosin, lysosomal cystine transporter"
8003840,2.34E-01,1.41E-01,-1.484522,-5.554568,-0.0836618,EMC6,ER membrane protein complex subunit 6
8003844,2.14E-02,6.30E-03,2.796599,-2.910457,0.1343147,GSG2,"germ cell associated 2, haspin"
8003846,6.58E-03,1.40E-03,-3.295955,-1.541562,-0.156514,,
8003848,1.72E-01,9.43E-02,-1.690904,-5.237841,-0.0523598,,
8003850,8.77E-05,6.50E-06,-4.787843,3.502878,-0.2871751,CYB5D2,cytochrome b5 domain containing 2
8003857,1.57E-01,8.41E-02,-1.746744,-5.145494,-0.1457898,,
8003859,4.31E-01,3.15E-01,-1.009887,-6.132543,-0.0697187,,
8003861,2.29E-01,1.37E-01,-1.500072,-5.532063,-0.0684638,SPNS3,sphingolipid transporter 3 (putative)
8003875,1.81E-01,1.01E-01,-1.658871,-5.289545,-0.1219458,SPNS2,sphingolipid transporter 2
8003889,5.81E-01,4.69E-01,-0.727712,-6.374121,-0.0220538,,
8003892,4.45E-01,3.29E-01,-0.980577,-6.161219,-0.0400698,SMTNL2,smoothelin like 2
8003903,7.83E-01,7.02E-01,-0.384208,-6.563224,-0.0357938,ARRB2,arrestin beta 2
8003922,4.24E-02,1.53E-02,-2.472919,-3.696808,-0.1374989,MED11,mediator complex subunit 11
8003926,2.20E-01,1.30E-01,1.528245,-5.490723,0.0709793,ZMYND15,zinc finger MYND-type containing 15
8003939,6.57E-02,2.70E-02,2.247944,-4.193596,0.2552733,TM4SF5,transmembrane 4 L six family member 5
8003948,7.42E-02,3.15E-02,-2.18381,-4.327493,-0.1467324,GLTPD2,glycolipid transfer protein domain containing 2
8003953,6.91E-01,5.93E-01,-0.536466,-6.493727,-0.0336156,PSMB6,proteasome subunit beta 6
8003962,1.72E-01,9.42E-02,1.691195,-5.237367,0.09754,PLD2,phospholipase D2
8003991,2.16E-01,1.27E-01,1.538919,-5.474869,0.0611107,MINK1,misshapen like kinase 1
8004024,3.66E-01,2.55E-01,-1.146128,-5.988443,-0.0627451,GP1BA,glycoprotein Ib platelet alpha subunit
8004030,1.51E-04,1.28E-05,-4.616892,2.862764,-0.2154093,RNF167,ring finger protein 167
8004043,3.07E-01,2.02E-01,-1.283884,-5.824791,-0.0554984,ENO3,enolase 3
8004057,5.49E-01,4.35E-01,-0.784655,-6.331594,-0.0495353,KIF1C,kinesin family member 1C
8004081,4.45E-05,2.80E-06,-4.997536,4.306564,-0.4967344,ZFP3,ZFP3 zinc finger protein
8004086,1.80E-01,9.98E-02,-1.662681,-5.283444,-0.0707078,USP6,ubiquitin specific peptidase 6
8004111,1.31E-02,3.36E-03,-3.011971,-2.342445,-0.1913242,RABEP1,"rabaptin, RAB GTPase binding effector protein 1"
8004133,6.20E-02,2.50E-02,-2.278854,-4.127828,-0.1208629,RPAIN,RPA interacting protein
8004144,1.66E-03,2.51E-04,-3.811692,0.053484,-0.2876856,MIS12,"MIS12, kinetochore complex component"
8004152,5.69E-06,2.15E-07,-5.610678,6.76133,-0.2735798,WSCD1,WSC domain containing 1
8004165,4.42E-02,1.61E-02,-2.452338,-3.743983,-0.0663507,,
8004167,3.42E-01,2.33E-01,1.200441,-5.926065,0.0562342,FAM64A,family with sequence similarity 64 member A
8004175,6.59E-01,5.56E-01,0.591107,-6.463216,0.0392064,TXNDC17///TXNDC17,thioredoxin domain containing 17///thioredoxin domain containing 17
8004184,4.04E-08,4.40E-10,6.992652,12.729636,0.917966,XAF1,XIAP associated factor 1
8004195,6.17E-01,5.09E-01,-0.663661,-6.418172,-0.0294733,FBXO39,F-box protein 39
8004201,5.51E-02,2.15E-02,2.33975,-3.995923,0.1420253,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2
8004219,1.04E-01,4.92E-02,-1.993531,-4.704101,-0.069986,,
8004221,2.22E-01,1.32E-01,-1.521115,-5.501255,-0.056718,ALOX12,"arachidonate 12-lipoxygenase, 12S type"
8004237,8.82E-01,8.31E-01,0.213855,-6.613802,0.0108067,RNASEK-C17orf49///RNASEK,RNASEK-C17orf49 readthrough///ribonuclease K
8004241,2.48E-01,1.53E-01,1.442396,-5.61441,0.0582171,RNASEK-C17orf49///RNASEK///C17orf49,RNASEK-C17orf49 readthrough///ribonuclease K///chromosome 17 open reading frame 49
8004247,1.48E-03,2.17E-04,3.853091,0.188889,0.17525,RNASEK-C17orf49///C17orf49,RNASEK-C17orf49 readthrough///chromosome 17 open reading frame 49
8004255,4.17E-01,3.02E-01,-1.03734,-6.104935,-0.0954738,BCL6B,B-cell CLL/lymphoma 6B
8004266,1.83E-02,5.18E-03,2.864802,-2.734361,0.1619878,SLC16A13///JOSD1,solute carrier family 16 member 13///Josephin domain containing 1
8004271,3.49E-06,1.17E-07,-5.751535,7.344909,-0.4293487,ACADVL,"acyl-CoA dehydrogenase, very long chain"
8004293,1.86E-01,1.04E-01,-1.640821,-5.318271,-0.0706189,ELP5,elongator acetyltransferase complex subunit 5
8004309,1.96E-02,5.66E-03,-2.834379,-2.813351,-0.1607644,SLC2A4,solute carrier family 2 member 4
8004325,6.10E-03,1.27E-03,-3.325356,-1.455395,-0.2169127,,
8004331,6.81E-01,5.81E-01,0.554045,-6.484232,0.0546238,KCTD11///ACAP1,"potassium channel tetramerization domain containing 11///ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
8004360,3.19E-05,1.87E-06,5.096633,4.693104,0.46903,KCTD11,potassium channel tetramerization domain containing 11
8004364,2.06E-01,1.19E-01,-1.572279,-5.424648,-0.0525224,TMEM95,transmembrane protein 95
8004372,1.24E-01,6.15E-02,-1.893141,-4.890147,-0.1099756,TNK1///TNK1,tyrosine kinase non receptor 1///tyrosine kinase non receptor 1
8004385,9.97E-01,9.95E-01,-0.006471,-6.636504,-0.0003336,NLGN2,neuroligin 2
8004394,7.61E-02,3.26E-02,-2.169637,-4.356613,-0.146588,SPEM1,spermatid maturation 1
8004400,5.71E-01,4.58E-01,-0.745604,-6.361099,-0.0409991,C17orf74,chromosome 17 open reading frame 74
8004404,6.06E-01,4.96E-01,0.684031,-6.404597,0.0383998,TMEM102,transmembrane protein 102
8004408,2.44E-02,7.46E-03,2.736883,-3.061714,0.1197404,FGF11,fibroblast growth factor 11
8004416,5.00E-03,9.91E-04,-3.403638,-1.223071,-0.4253304,CHRNB1,cholinergic receptor nicotinic beta 1 subunit
8004428,2.78E-01,1.78E-01,-1.358223,-5.729049,-0.0839298,SLC35G4///SLC35G6///SLC35G3///SLC35G5,solute carrier family 35 member G4///solute carrier family 35 member G6///solute carrier family 35 member G3///solute carrier family 35 member G5
8004431,3.25E-01,2.18E-01,1.239199,-5.879842,0.0775773,POLR2A,RNA polymerase II subunit A
8004464,1.90E-03,2.94E-04,3.765559,-0.096164,0.1966033,TNFSF12-TNFSF13///TNFSF12///TNFSF13,TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12///tumor necrosis factor superfamily member 13
8004485,1.42E-01,7.34E-02,1.810984,-5.035796,0.081784,SENP3-EIF4A1///SENP3,SENP3-EIF4A1 readthrough (NMD candidate)///SUMO1/sentrin/SMT3 specific peptidase 3
8004497,4.72E-02,1.76E-02,2.417806,-3.822361,0.1843307,SENP3-EIF4A1///EIF4A1,SENP3-EIF4A1 readthrough (NMD candidate)///eukaryotic translation initiation factor 4A1
8004506,2.85E-01,1.83E-01,-1.341321,-5.751273,-0.0995618,SNORA48///EIF4A1,"small nucleolar RNA, H/ACA box 48///eukaryotic translation initiation factor 4A1"
8004508,6.96E-01,5.98E-01,-0.529215,-6.497555,-0.0524347,SNORA67,"small nucleolar RNA, H/ACA box 67"
8004510,5.36E-04,6.13E-05,4.203873,1.376965,0.5967956,CD68,CD68 molecule
8004521,6.82E-01,5.82E-01,-0.552488,-6.485085,-0.03239,MPDU1,mannose-P-dolichol utilization defect 1
8004532,2.25E-01,1.34E-01,1.510151,-5.517358,0.0593387,,
8004534,8.43E-01,7.77E-01,-0.283434,-6.596618,-0.0134951,SHBG,sex hormone binding globulin
8004545,8.92E-06,3.74E-07,-5.481534,6.232338,-0.4608698,ATP1B2,ATPase Na+/K+ transporting subunit beta 2
8004556,5.86E-01,4.74E-01,-0.718586,-6.380642,-0.0252269,WRAP53,WD repeat containing antisense to TP53
8004571,7.21E-01,6.27E-01,0.487527,-6.518559,0.0334342,EFNB3,ephrin B3
8004580,1.47E-02,3.90E-03,2.962292,-2.476547,0.1582436,DNAH2,dynein axonemal heavy chain 2
8004671,8.57E-03,1.96E-03,-3.189101,-1.849657,-0.3809944,KDM6B,lysine demethylase 6B
8004691,1.02E-06,2.49E-08,-6.105162,8.837985,-0.8382389,TMEM88,transmembrane protein 88
8004694,5.73E-04,6.69E-05,-4.179991,1.293839,-0.4244344,CYB5D1,cytochrome b5 domain containing 1
8004699,5.96E-01,4.86E-01,0.699838,-6.393784,0.0506164,CHD3,chromodomain helicase DNA binding protein 3
8004741,2.28E-01,1.37E-01,1.501303,-5.530272,0.0775129,CNTROB,"centrobin, centriole duplication and spindle assembly protein"
8004763,4.91E-02,1.85E-02,-2.398462,-3.865841,-0.1242056,GUCY2D,"guanylate cyclase 2D, retinal"
8004784,5.97E-01,4.87E-01,0.697998,-6.395056,0.035786,ALOX15B,"arachidonate 15-lipoxygenase, type B"
8004802,1.23E-02,3.09E-03,-3.040457,-2.264731,-0.1590827,,
8004804,1.57E-01,8.36E-02,-1.749185,-5.141393,-0.0691656,PFAS,phosphoribosylformylglycinamidine synthase
8004832,6.59E-01,5.56E-01,-0.591561,-6.462951,-0.026206,RANGRF,RAN guanine nucleotide release factor
8004842,2.11E-02,6.18E-03,-2.803208,-2.893549,-0.1542967,ARHGEF15,Rho guanine nucleotide exchange factor 15
8004859,2.99E-02,9.68E-03,-2.642786,-3.294434,-0.0620647,,
8004861,8.36E-01,7.68E-01,0.295886,-6.593037,0.0097491,ODF4,outer dense fiber of sperm tails 4
8004867,1.17E-01,5.72E-02,-1.926181,-4.829892,-0.1310162,NDEL1,nudE neurodevelopment protein 1 like 1
8004880,1.16E-01,5.66E-02,-1.930929,-4.821154,-0.1174867,NTN1,netrin 1
8004889,4.74E-01,3.58E-01,0.923974,-6.214257,0.0425889,CFAP52,cilia and flagella associated protein 52
8004905,9.02E-01,8.60E-01,0.177291,-6.620907,0.0118193,USP43,ubiquitin specific peptidase 43
8004922,4.63E-01,3.48E-01,-0.943591,-6.196225,-0.11551,GLP2R,glucagon like peptide 2 receptor
8004938,5.61E-01,4.47E-01,-0.763079,-6.34808,-0.0322907,,
8004940,7.57E-02,3.25E-02,-2.172076,-4.351613,-0.1349129,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
8004946,6.05E-01,4.95E-01,0.685603,-6.403533,0.0396284,,
8004948,7.55E-02,3.23E-02,-2.173566,-4.348557,-0.0978331,SHISA6,shisa family member 6
8004955,6.38E-01,5.31E-01,-0.628171,-6.440851,-0.0314638,SHISA6,shisa family member 6
8004957,1.65E-04,1.42E-05,-4.588903,2.759307,-0.153548,DNAH9,dynein axonemal heavy chain 9
8005029,1.36E-02,3.52E-03,-2.996577,-2.384193,-0.1628236,MAP2K4,mitogen-activated protein kinase kinase 4
8005043,6.38E-01,5.32E-01,-0.627445,-6.441302,-0.0307844,LINC00670,long intergenic non-protein coding RNA 670
8005048,9.56E-01,9.34E-01,0.083021,-6.633099,0.0106024,MYOCD,myocardin
8005064,7.79E-04,9.71E-05,-4.078155,0.94298,-0.2631053,ARHGAP44,Rho GTPase activating protein 44
8005089,2.84E-03,4.84E-04,-3.62015,-0.559119,-0.2082538,COX10,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"
8005097,9.81E-01,9.71E-01,0.036328,-6.635869,0.0025698,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1
8005102,1.12E-01,5.40E-02,-1.951767,-4.782572,-0.0840409,,
8005104,8.96E-02,4.04E-02,-2.078883,-4.539018,-0.0752733,,
8005106,1.05E-01,4.96E-02,-1.989753,-4.711261,-0.0740736,ZNF29P,"zinc finger protein 29, pseudogene"
8005110,7.70E-01,6.85E-01,0.406533,-6.554466,0.0280918,ZNF286B///ZNF286A,zinc finger protein 286B///zinc finger protein 286A
8005117,4.49E-01,3.34E-01,-0.971931,-6.16952,-0.0530218,TBC1D26,TBC1 domain family member 26
8005132,9.12E-02,4.14E-02,2.06927,-4.557925,0.1417856,MEIS3///MEIS3P1,Meis homeobox 3///Meis homeobox 3 pseudogene 1
8005134,1.25E-03,1.76E-04,3.912691,0.385657,0.3768882,ADORA2B,adenosine A2b receptor
8005141,8.20E-05,5.94E-06,-4.810634,3.589261,-0.2457633,TTC19,tetratricopeptide repeat domain 19
8005153,6.32E-02,2.57E-02,-2.267912,-4.151201,-0.0538771,,
8005155,3.93E-01,2.78E-01,-1.090414,-6.049514,-0.0420393,,
8005157,9.76E-04,1.29E-04,-3.999684,0.676668,-0.20586,PIGL,phosphatidylinositol glycan anchor biosynthesis class L
8005166,8.72E-01,8.16E-01,-0.233729,-6.609384,-0.0172467,UBB,ubiquitin B
8005171,3.19E-03,5.57E-04,3.578445,-0.689406,0.2346853,TRPV2,transient receptor potential cation channel subfamily V member 2
8005191,1.13E-01,5.47E-02,-1.946405,-4.792536,-0.1088487,LRRC75A-AS1,LRRC75A antisense RNA 1
8005200,1.98E-01,1.13E-01,-1.598579,-5.384336,-0.1565173,LRRC75A-AS1,LRRC75A antisense RNA 1
8005202,7.47E-01,6.59E-01,-0.442819,-6.53918,-0.0460173,SNORD49A,"small nucleolar RNA, C/D box 49A"
8005204,4.31E-01,3.15E-01,-1.009558,-6.13287,-0.1363993,CCDC144CP///CCDC144NL///CCDC144B///CCDC144A,"coiled-coil domain containing 144C, pseudogene///coiled-coil domain containing 144 family, N-terminal like///coiled-coil domain containing 144B (pseudogene)///coiled-coil domain containing 144A"
8005221,7.83E-03,1.75E-03,-3.225433,-1.7458,-0.1167304,,
8005223,4.33E-01,3.17E-01,-1.00614,-6.136255,-0.0580089,,
8005225,6.65E-01,5.62E-01,0.582185,-6.468399,0.0877236,USP32P1,ubiquitin specific peptidase 32 pseudogene 1
8005231,6.84E-01,5.85E-01,-0.548079,-6.487488,-0.0370064,FAM106CP///FAM106A,"family with sequence similarity 106 member C, pseudogene///family with sequence similarity 106 member A"
8005233,2.35E-02,7.08E-03,2.755405,-3.015094,0.1686458,,
8005235,6.88E-04,8.35E-05,4.119807,1.085777,0.3182933,,
8005243,7.66E-01,6.81E-01,-0.412731,-6.551947,-0.0209424,,
8005245,1.30E-01,6.59E-02,-1.861485,-4.946975,-0.0950698,,
8005247,5.70E-02,2.24E-02,-2.322543,-4.033509,-0.1652251,NT5M,"5',3'-nucleotidase, mitochondrial"
8005260,2.52E-02,7.77E-03,-2.722377,-3.098042,-0.12202,MED9,mediator complex subunit 9
8005265,4.15E-01,3.00E-01,-1.042822,-6.099335,-0.0344064,,
8005267,3.65E-03,6.58E-04,3.528325,-0.844485,0.1810878,RAI1,retinoic acid induced 1
8005289,1.98E-02,5.71E-03,-2.831177,-2.821622,-0.2118451,DRC3,dynein regulatory complex subunit 3
8005305,1.34E-04,1.10E-05,-4.654812,3.003539,-0.2922102,GID4,GID complex subunit 4 homolog
8005313,9.25E-01,8.90E-01,-0.139179,-6.626899,-0.0071844,DRG2,developmentally regulated GTP binding protein 2
8005328,5.01E-03,9.92E-04,-3.403272,-1.224166,-0.1153696,MYO15A,myosin XVA
8005397,9.47E-02,4.35E-02,-2.046995,-4.601432,-0.0522178,,
8005399,1.22E-03,1.69E-04,-3.923188,0.420533,-0.1861327,ALKBH5,"alkB homolog 5, RNA demethylase"
8005407,4.17E-01,3.01E-01,1.039478,-6.102754,0.0382496,LLGL1,"LLGL1, scribble cell polarity complex component"
8005433,1.06E-01,5.05E-02,1.981621,-4.726633,0.1178004,,
8005435,1.93E-01,1.10E-01,-1.61512,-5.35866,-0.0866393,MIEF2,mitochondrial elongation factor 2
8005441,7.68E-01,6.83E-01,0.409952,-6.553081,0.0162927,SMCR8,"Smith-Magenis syndrome chromosome region, candidate 8"
8005444,5.14E-03,1.03E-03,-3.392717,-1.255733,-0.2247884,FLJ35934,FLJ35934
8005446,1.53E-02,4.09E-03,-2.945474,-2.52153,-0.1857338,KRT17P5,keratin 17 pseudogene 5
8005449,1.43E-08,1.19E-10,7.273451,13.994347,1.1537338,KRT17,keratin 17
8005458,6.98E-04,8.50E-05,4.114782,1.068496,0.349402,LGALS9C///LGALS9B///LGALS9,galectin 9C///galectin 9B///galectin 9
8005471,9.14E-03,2.13E-03,-3.161437,-1.928108,-0.1959278,RPS28,ribosomal protein S28
8005473,4.47E-02,1.64E-02,2.445896,-3.758678,0.2397209,,
8005475,4.30E-10,1.27E-12,8.231041,18.385381,0.8039838,TRIM16L///TRIM16,tripartite motif containing 16-like///tripartite motif containing 16
8005483,2.42E-04,2.31E-05,4.463499,2.300593,0.3612444,CDRT1///FBXW10,CMT1A duplicated region transcript 1///F-box and WD repeat domain containing 10
8005501,8.51E-01,7.88E-01,0.269554,-6.60043,0.015326,TVP23C-CDRT4///TVP23C///TVP23B,TVP23C-CDRT4 readthrough///trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)///trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
8005510,6.09E-01,5.00E-01,-0.677759,-6.40882,-0.0345733,,
8005512,1.93E-02,5.53E-03,-2.842098,-2.793374,-0.2153922,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2
8005529,2.40E-02,7.27E-03,-2.745951,-3.038922,-0.1260656,SLC5A10,solute carrier family 5 member 10
8005547,5.40E-01,4.25E-01,0.801522,-6.318391,0.1370136,SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,"small nucleolar RNA, C/D box 3D///small nucleolar RNA, C/D box 3C///small nucleolar RNA, C/D box 3B-2///small nucleolar RNA, C/D box 3A///small nucleolar RNA, C/D box 3B-1"
8005549,9.23E-01,8.87E-01,-0.142435,-6.626443,-0.0117873,GRAPL///GRAP,GRB2 related adaptor protein like///GRB2-related adaptor protein
8005553,5.40E-01,4.25E-01,0.801522,-6.318391,0.1370136,SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,"small nucleolar RNA, C/D box 3D///small nucleolar RNA, C/D box 3C///small nucleolar RNA, C/D box 3B-2///small nucleolar RNA, C/D box 3A///small nucleolar RNA, C/D box 3B-1"
8005555,4.34E-01,3.19E-01,-1.00245,-6.139898,-0.0461969,LOC79999,uncharacterized LOC79999
8005557,5.91E-01,4.80E-01,-0.70966,-6.386942,-0.0341613,EPN2,epsin 2
8005574,8.79E-01,8.25E-01,0.22185,-6.612072,0.0149378,,
8005576,4.60E-02,1.70E-02,2.431957,-3.790362,0.1118156,MAPK7,mitogen-activated protein kinase 7
8005586,8.43E-01,7.78E-01,-0.28321,-6.596681,-0.0112962,RNF112,ring finger protein 112
8005601,2.83E-02,9.04E-03,-2.6679,-3.233001,-0.1411247,,
8005603,4.04E-03,7.51E-04,3.488208,-0.967423,0.2799733,SLC47A1,solute carrier family 47 member 1
8005626,1.45E-01,7.56E-02,-1.797609,-5.05894,-0.0962473,SNORA59A///SNORA59B,"small nucleolar RNA, H/ACA box 59A///small nucleolar RNA, H/ACA box 59B"
8005628,7.34E-04,9.04E-05,-4.097994,1.010869,-0.3511873,,
8005630,1.41E-03,2.04E-04,-3.870938,0.247585,-0.1199193,,
8005632,4.72E-02,1.76E-02,-2.41827,-3.821315,-0.0798549,,
